"Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","Proactivity","Autonomy","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","Tools","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
31,"Travel_Rarely","Sales",2,2,3,"Female",3,2,1,"L","N",2,"Y","Sales Executive",6583,20115,1,"Yes",11,4,1,"L",8,"N",3,5,2,1,4,47
37,"Travel_Rarely","Finance",9,4,1,"Male",2,3,2,"L","N",3,"Y","Accountant",9670,10637,8,"Yes",19,2,1,"L",8,"N",1,10,2,2,2,34
42,"Non-Travel","Research & Development",19,4,3,"Male",3,1,1,"L","N",3,"N","Research and Design Specialists",2936,6161,2,"No",22,2,2,"H",10,"Y",2,6,3,3,3,58
42,"Travel_Rarely","IT_Support",2,3,2,"Male",2,3,1,"L","N",3,"N","IT specialists",5319,5851,5,"Yes",18,3,0,"L",9,"N",3,3,5,2,2,28
37,"Travel_Rarely","Finance",6,4,2,"Female",2,3,1,"L","Y",1,"Y","Accountant",8170,8987,8,"Yes",19,1,1,"L",6,"Y",3,3,5,1,3,55
47,"Travel_Rarely","IT_Support",7,3,1,"Male",4,4,1,"H","Y",3,"Y","IT specialists",10749,11824,9,"Yes",19,1,0,"L",9,"Y",3,9,2,3,4,75
40,"Non-Travel","Research & Development",12,1,4,"Male",2,3,4,"L","N",3,"Y","Research Director",13757,25178,3,"No",11,3,1,"H",16,"Y",3,9,8,4,8,64
48,"Travel_Rarely","Finance",14,3,1,"Male",2,2,2,"L","N",1,"Y","Accountant",8065,8872,9,"Yes",18,1,1,"H",8,"N",1,2,4,1,7,42
30,"Travel_Rarely","Research & Development",3,3,1,"Female",3,1,2,"L","N",2,"N","Research and Design Specialists",2132,11539,1,"Yes",11,2,0,"L",7,"N",3,5,2,0,1,43
30,"Travel_Rarely","Sales",14,1,4,"Male",3,2,2,"H","N",2,"Y","Sales Executive",5301,2939,3,"No",15,3,2,"H",4,"Y",2,2,1,2,2,54
24,"Travel_Rarely","Sales",22,2,1,"Female",3,2,1,"H","N",1,"Y","Sales Executive",4577,24785,7,"No",14,1,0,"L",4,"Y",3,2,2,2,0,55
40,"Travel_Rarely","IT_Support",10,2,1,"Male",3,3,3,"L","N",1,"Y","Human Resources",6247,7496,7,"Yes",18,2,0,"L",8,"Y",3,2,7,1,2,63
54,"Travel_Frequently","Research & Development",25,4,4,"Female",3,3,2,"L","N",3,"Y","Manufacturing Director",10502,9659,1,"No",17,1,1,"L",33,"Y",1,5,4,1,4,66
36,"Travel_Rarely","Research & Development",8,4,1,"Male",3,2,2,"L","N",3,"N","Customercare Representative",5347,7419,7,"No",14,2,2,"L",10,"N",2,3,2,0,2,46
44,"Non-Travel","Production",17,3,3,"Male",2,1,1,"L","Y",3,"Y","Machinists",3162,7973,9,"No",14,4,0,"H",7,"Y",3,5,2,0,3,55
52,"Travel_Rarely","Research & Development",7,4,3,"Male",2,5,3,"H","Y",2,"Y","Manager",19999,5678,0,"No",14,1,1,"H",34,"Y",3,33,18,11,9,81
34,"Travel_Frequently","Human Resources",9,3,3,"Male",2,2,2,"H","N",2,"Y","Human Resources",4490,21833,7,"No",11,4,2,"L",14,"Y",4,10,9,1,8,59
26,"Travel_Rarely","Research & Development",21,1,1,"Male",2,1,2,"H","Y",3,"Y","Research and Design Specialists",3904,4050,5,"No",12,4,0,"H",5,"Y",3,4,3,1,1,62
36,"Travel_Rarely","Research & Development",24,4,3,"Female",3,2,2,"L","Y",2,"Y","Manufacturing Director",5410,2323,4,"Yes",11,4,0,"L",18,"Y",3,16,14,5,12,61
22,"Non-Travel","Research & Development",10,2,2,"Female",2,1,2,"L","Y",1,"N","Research and Design Specialists",2814,10293,8,"Yes",14,2,0,"L",4,"N",2,4,2,1,3,49
27,"Travel_Rarely","Finance",8,4,2,"Female",3,2,1,"L","Y",3,"Y","Accountant",9908,10899,8,"Yes",19,1,0,"L",5,"N",2,8,2,2,6,85
35,"Travel_Rarely","Human Resources",19,4,3,"Male",3,1,4,"H","N",3,"Y","Human Resources",4323,7108,1,"No",17,2,0,"H",6,"Y",1,5,4,1,4,74
40,"Travel_Rarely","Sales",3,2,2,"Female",3,2,2,"L","Y",3,"N","Sales Executive",5677,4258,1,"No",14,3,1,"L",15,"Y",3,11,8,5,10,78
32,"Travel_Rarely","Finance",7,4,2,"Female",2,2,1,"L","N",3,"N","Accountant",8707,9578,7,"Yes",17,4,1,"H",5,"N",2,4,3,3,6,26
33,"Travel_Rarely","Sales",25,5,4,"Male",4,3,4,"L","Y",3,"Y","Sales Executive",8380,21708,5,"Yes",14,4,2,"L",10,"Y",3,9,8,0,8,79
30,"Travel_Rarely","Research & Development",24,4,2,"Female",3,3,2,"L","N",2,"Y","Manager",11916,25927,1,"Yes",23,4,2,"L",9,"Y",3,9,1,0,8,50
43,"Travel_Rarely","Sales",9,3,4,"Female",3,4,1,"L","N",2,"Y","Manager",16064,7744,5,"Yes",22,3,1,"L",22,"N",3,17,13,1,9,34
30,"Travel_Frequently","Production",17,3,2,"Female",3,1,1,"L","N",2,"N","Machinists",2422,25725,2,"No",17,1,0,"L",4,"N",3,3,2,1,2,31
34,"Travel_Frequently","Research & Development",22,1,1,"Male",3,2,3,"H","Y",2,"Y","Customercare Representative",7756,22266,9,"No",17,3,0,"H",7,"Y",2,6,2,0,4,71
24,"Travel_Rarely","Production",17,1,4,"Female",2,2,1,"L","N",3,"N","Manufacturing Director",4377,24117,8,"No",15,2,2,"L",5,"N",3,4,2,3,2,40
28,"Non-Travel","Sales",14,2,2,"Male",2,3,2,"H","Y",3,"Y","Customercare Representative",8722,12355,8,"No",12,1,0,"L",10,"Y",2,10,7,1,9,53
38,"Travel_Frequently","Production",4,2,3,"Female",2,1,2,"L","Y",2,"Y","Machinists",2468,15963,2,"No",14,2,1,"L",9,"Y",2,6,1,0,5,52
48,"Travel_Frequently","Research & Development",7,3,4,"Female",3,4,1,"L","N",3,"Y","Manager",17174,2437,8,"No",11,2,1,"H",24,"N",3,22,17,4,7,34
25,"Travel_Rarely","Production",3,3,1,"Male",3,1,2,"L","Y",3,"Y","Machinists",3229,4910,4,"No",11,2,1,"H",7,"Y",2,3,2,0,2,70
25,"Travel_Rarely","Sales",13,1,3,"Male",2,2,2,"L","N",3,"N","Sales Executive",4256,18154,5,"No",12,1,0,"L",5,"N",4,5,2,0,3,45
51,"Travel_Rarely","IT_Support",23,4,1,"Male",2,3,1,"H","N",3,"Y","IT specialists",8508,9359,4,"No",15,2,0,"H",7,"N",1,3,2,1,2,46
39,"Non-Travel","Research & Development",12,2,3,"Male",3,3,2,"H","Y",1,"Y","Customercare Representative",10920,3449,9,"No",21,2,1,"H",13,"N",3,6,4,0,5,41
51,"Travel_Rarely","Finance",13,4,1,"Female",3,3,1,"H","N",1,"Y","Accountant",9741,10715,2,"Yes",18,2,0,"L",8,"N",1,6,5,3,3,29
50,"Travel_Rarely","Research & Development",10,4,2,"Male",2,4,1,"L","N",2,"Y","Manager",17046,9314,0,"No",15,2,1,"L",28,"N",3,27,10,15,7,34
30,"Travel_Rarely","Human Resources",23,3,3,"Male",3,2,4,"H","N",2,"Y","Human Resources",6347,13982,0,"Yes",19,4,0,"H",12,"Y",1,11,9,4,7,65
53,"Travel_Frequently","Production",19,3,2,"Female",2,5,2,"L","N",1,"N","Production Supervisors",5238,5762,7,"Yes",18,2,1,"H",9,"Y",1,5,7,1,7,30
58,"Travel_Rarely","Research & Development",9,4,1,"Male",3,1,2,"H","Y",3,"Y","Research and Design Specialists",2372,26076,8,"No",12,4,2,"L",2,"Y",3,2,2,2,2,61
41,"Travel_Frequently","Research & Development",5,3,4,"Male",2,4,2,"H","N",2,"Y","Manager",17181,12888,4,"No",13,2,1,"H",21,"Y",2,7,6,7,7,61
50,"Travel_Rarely","Finance",11,4,2,"Male",3,3,1,"L","Y",3,"Y","Accountant",9819,10801,9,"Yes",15,2,0,"L",9,"N",2,4,6,3,5,69
33,"Travel_Rarely","Research & Development",14,1,2,"Female",3,1,2,"L","N",3,"N","Research and Design Specialists",3452,17241,6,"No",18,1,0,"L",5,"N",3,3,2,0,2,48
39,"Travel_Frequently","Research & Development",18,1,2,"Male",3,5,2,"H","N",2,"Y","Manager",19197,8213,1,"Yes",14,3,1,"H",21,"Y",3,21,8,1,6,66
38,"Travel_Rarely","Research & Development",7,4,2,"Female",4,2,2,"L","N",3,"Y","Customercare Representative",7625,19383,7,"No",13,3,0,"L",10,"N",2,9,7,1,8,48
26,"Travel_Rarely","Finance",5,3,2,"Male",2,3,2,"L","N",1,"Y","Accountant",8999,9899,6,"No",20,4,1,"L",10,"N",2,4,2,1,2,42
32,"Travel_Rarely","Research & Development",10,4,3,"Male",2,3,2,"L","N",3,"Y","Sales Representative",NA,7493,8,"No",18,1,1,"H",6,"Y",2,4,4,2,6,70
42,"Travel_Rarely","Research & Development",17,3,4,"Male",3,3,1,"L","N",2,"Y","Manufacturing Director",7406,6950,1,"Yes",21,4,1,"L",10,"N",2,10,9,5,8,29
35,"Travel_Rarely","Production",8,3,1,"Male",4,1,1,"L","N",3,"N","Machinists",2426,16479,0,"No",13,3,1,"L",6,"N",3,5,4,0,3,39
36,"Non-Travel","Research & Development",7,4,1,"Male",3,2,2,"H","Y",2,"Y","Manufacturing Director",7779,23238,4,"No",20,1,0,"L",18,"Y",3,11,9,0,9,59
53,"Travel_Rarely","IT_Support",11,3,1,"Male",3,3,4,"L","N",1,"Y","IT specialists",6811,7492,9,"No",15,3,0,"L",9,"N",3,10,5,1,4,50
45,"Travel_Rarely","Research & Development",1,3,4,"Male",3,1,1,"H","Y",1,"N","Research and Design Specialists",2132,4585,1,"No",20,4,1,"L",8,"N",3,5,4,0,3,34
39,"Travel_Rarely","Finance",24,4,2,"Male",2,2,1,"L","N",3,"Y","Accountant",9825,10808,8,"Yes",15,2,0,"L",7,"N",3,7,5,1,7,30
33,"Travel_Rarely","Research & Development",2,3,4,"Female",3,1,2,"L","N",1,"N","Research and Design Specialists",2756,4673,1,"No",13,4,1,"L",8,"N",3,8,7,1,6,41
26,"Travel_Rarely","Production",4,4,1,"Male",4,1,4,"H","N",2,"Y","Machinists",4420,13421,4,"No",22,2,1,"L",8,"Y",3,8,7,0,7,67
53,"Travel_Rarely","Production",13,3,4,"Male",3,2,2,"H","N",3,"N","Machinists",2450,10919,9,"No",17,4,0,"L",19,"Y",3,2,2,2,2,61
34,"Travel_Frequently","Human Resources",17,3,2,"Female",3,3,1,"L","N",2,"Y","Human Resources",9950,11533,9,"Yes",15,3,3,"L",11,"N",3,3,2,0,2,16
32,"Travel_Rarely","Production",17,3,3,"Female",3,1,2,"L","N",1,"N","Machinists",2370,3956,1,"No",13,3,1,"L",8,"N",3,8,0,0,7,45
48,"Travel_Rarely","Finance",6,4,1,"Male",3,2,1,"L","N",1,"N","Accountant",9157,10073,5,"No",20,3,1,"H",6,"N",2,3,2,3,3,26
50,"Travel_Frequently","Finance",9,3,2,"Male",2,2,2,"L","Y",3,"Y","Accountant",8126,8939,5,"No",20,1,1,"H",7,"Y",2,9,7,1,3,72
48,"Travel_Rarely","Research & Development",9,3,4,"Male",2,5,2,"L","Y",1,"Y","Research Director",19665,13583,3,"No",12,4,0,"H",29,"Y",3,22,10,12,9,78
18,"Travel_Rarely","Sales",10,3,4,"Female",2,1,2,"L","N",3,"N","Sales Representative",1200,9724,1,"No",12,1,0,"L",0,"N",3,0,0,0,0,45
37,"Non-Travel","Research & Development",12,2,3,"Male",2,2,4,"L","N",3,"N","Customercare Representative",5163,15850,5,"No",14,4,1,"L",17,"Y",4,1,0,0,0,42
46,"Travel_Rarely","Research & Development",1,2,4,"Female",3,2,2,"L","Y",3,"Y","Customercare Representative",8926,10842,7,"No",22,4,1,"H",13,"N",4,9,7,3,7,30
34,"Travel_Frequently","Production",21,3,2,"Male",4,5,1,"L","N",3,"N","Production Supervisors",5959,7151,5,"No",19,4,1,"L",6,"N",2,5,4,3,6,33
32,"Travel_Rarely","Research & Development",12,3,4,"Male",3,1,3,"L","Y",3,"N","Research and Design Specialists",2439,11288,1,"No",14,4,0,"L",4,"Y",3,4,2,1,2,75
34,"Travel_Rarely","Sales",14,3,4,"Female",2,2,2,"L","N",3,"Y","Sales Executive",6712,8978,9,"No",21,4,2,"L",8,"N",3,8,7,1,7,41
40,"Travel_Rarely","Finance",14,4,2,"Male",3,2,2,"L","Y",2,"Y","Accountant",8979,9877,9,"Yes",18,2,0,"L",8,"Y",3,2,7,1,2,61
38,"Travel_Frequently","Human Resources",24,4,4,"Male",3,1,3,"L","Y",2,"Y","Human Resources",2991,5224,5,"Yes",11,2,1,"L",7,"Y",3,6,2,1,2,75
38,"Travel_Rarely","Finance",11,3,2,"Male",3,3,2,"L","N",1,"Y","Accountant",8891,9780,4,"Yes",16,2,0,"H",7,"N",3,6,5,2,3,35
36,"Travel_Rarely","Research & Development",21,3,4,"Female",3,1,2,"L","N",2,"N","Research and Design Specialists",2543,11868,4,"No",13,2,1,"L",6,"N",3,2,2,2,2,49
36,"Travel_Frequently","Production",22,4,3,"Male",4,1,1,"L","Y",1,"N","Machinists",3688,7122,4,"No",18,4,2,"L",4,"N",3,1,0,0,0,35
33,"Travel_Rarely","Sales",13,3,1,"Female",3,3,2,"L","N",3,"Y","Sales Executive",8564,10092,1,"Yes",20,3,0,"L",11,"N",2,0,0,0,0,46
34,"Travel_Rarely","Sales",15,3,4,"Male",1,2,4,"H","N",2,"Y","Sales Executive",4759,15891,7,"No",18,4,0,"H",15,"Y",3,13,9,3,12,80
43,"Travel_Rarely","Research & Development",21,4,2,"Male",2,4,2,"H","N",3,"Y","Research Director",16627,2671,5,"Yes",14,3,1,"L",21,"Y",2,1,0,0,0,60
53,"Travel_Rarely","IT_Support",1,4,2,"Male",3,3,1,"L","Y",3,"Y","IT specialists",5782,6360,7,"No",17,3,1,"H",5,"Y",3,8,2,2,7,57
29,"Travel_Rarely","Research & Development",25,1,3,"Female",1,2,2,"L","N",2,"Y","Customercare Representative",9715,7288,9,"No",13,3,1,"H",9,"Y",3,7,7,0,7,59
41,"Travel_Rarely","Research & Development",19,2,3,"Male",3,2,2,"H","N",3,"Y","Research and Design Specialists",3072,19877,2,"No",16,1,2,"L",17,"Y",2,1,0,0,0,57
27,"Travel_Frequently","IT_Support",6,2,3,"Female",2,3,3,"L","Y",3,"N","Manufacturing Director",NA,5504,7,"No",23,4,1,"H",10,"Y",3,10,7,1,7,80
27,"Travel_Frequently","Sales",1,1,3,"Male",3,2,2,"H","N",1,"Y","Sales Executive",4342,24008,7,"No",19,2,1,"L",5,"Y",3,4,2,1,1,53
35,"Travel_Frequently","Sales",2,3,3,"Female",3,3,3,"H","Y",2,"Y","Sales Executive",8789,9096,1,"No",14,1,0,"H",10,"Y",4,10,7,0,8,81
27,"Travel_Rarely","Research & Development",4,2,3,"Female",3,3,3,"H","N",3,"N","Manufacturing Director",7412,6009,9,"No",11,4,0,"H",9,"Y",3,9,7,0,7,75
19,"Travel_Rarely","Sales",4,1,4,"Male",3,1,2,"H","N",1,"Y","Sales Manager",1675,26820,1,"Yes",19,4,0,"L",0,"Y",2,0,0,0,0,53
51,"Travel_Rarely","Research & Development",15,4,1,"Male",3,1,1,"H","N",1,"N","Research and Design Specialists",2461,10332,7,"Yes",12,3,3,"L",18,"N",4,10,0,2,7,37
33,"Travel_Frequently","Research & Development",17,4,4,"Female",3,3,2,"H","N",2,"Y","Manager",11878,23364,6,"No",11,2,2,"H",12,"Y",3,10,6,8,8,72
38,"Travel_Frequently","Research & Development",18,3,4,"Female",2,2,1,"L","Y",1,"Y","Research and Design Specialists",2133,18115,7,"Yes",16,3,1,"L",20,"Y",3,20,11,0,7,55
28,"Travel_Rarely","Finance",8,4,2,"Female",2,3,2,"L","Y",2,"Y","Accountant",8146,8961,8,"Yes",19,2,1,"H",8,"Y",3,8,2,3,6,55
47,"Travel_Frequently","Finance",2,3,2,"Female",3,3,2,"H","Y",3,"Y","Accountant",9641,10605,9,"No",17,2,0,"H",5,"Y",1,2,3,3,2,71
46,"Non-Travel","Research & Development",9,4,3,"Female",3,2,2,"L","N",3,"N","Manufacturing Director",5258,16044,2,"No",14,3,0,"L",7,"N",4,1,0,0,0,48
45,"Travel_Rarely","Research & Development",13,2,2,"Female",2,2,2,"L","Y",2,"Y","Manufacturing Director",5906,23888,5,"No",13,4,2,"H",10,"Y",2,9,8,3,8,61
35,"Travel_Rarely","Sales",19,4,3,"Male",2,2,1,"L","N",3,"N","Sales Executive",4312,23016,0,"No",14,2,0,"L",16,"Y",3,15,13,2,8,32
19,"Travel_Rarely","Research & Development",7,3,2,"Female",4,1,1,"H","N",2,"N","Research and Design Specialists",2994,21221,3,"Yes",12,4,0,"H",1,"N",3,1,0,0,1,34
28,"Travel_Frequently","Production",16,3,4,"Male",2,1,2,"L","Y",1,"Y","Machinists",3867,14222,4,"Yes",12,2,1,"L",2,"Y",3,2,2,2,2,72
34,"Travel_Rarely","Research & Development",6,4,2,"Male",3,2,1,"H","N",3,"Y","Research and Design Specialists",5484,13008,1,"No",17,2,1,"H",9,"Y",2,2,2,2,1,56
28,"Travel_Rarely","Production",23,2,1,"Male",3,1,2,"H","N",3,"N","Machinists",2207,22482,2,"No",16,4,1,"L",4,"N",2,4,2,2,2,36
21,"Travel_Rarely","Sales",10,3,3,"Female",4,1,1,"L","N",2,"N","Sales Representative",2716,25422,1,"No",15,4,0,"L",1,"N",3,1,0,0,0,37
43,"Travel_Frequently","Production",23,4,3,"Female",2,2,2,"H","Y",3,"Y","Machinists",5257,6227,1,"No",11,2,1,"H",9,"Y",4,9,7,0,0,66
34,"Travel_Rarely","Research & Development",20,2,2,"Male",2,1,4,"H","N",1,"Y","Research and Design Specialists",3622,22794,2,"Yes",13,4,1,"H",6,"Y",3,6,5,1,3,63
50,"Travel_Rarely","Sales",1,2,1,"Male",2,1,1,"L","N",2,"N","Sales Manager",2683,3810,1,"Yes",14,3,0,"L",3,"N",3,3,2,0,2,50
55,"Travel_Rarely","Human Resources",6,4,3,"Male",4,5,1,"L","N",2,"N","Manager",19636,25811,1,"Yes",18,1,1,"L",35,"N",3,10,9,1,4,47
41,"Travel_Rarely","Finance",15,3,2,"Male",3,2,2,"H","Y",3,"Y","Accountant",8352,9187,7,"Yes",19,3,0,"H",8,"Y",3,8,3,2,5,55
59,"Non-Travel","Human Resources",21,4,3,"Female",2,5,2,"L","N",2,"Y","Manager",18844,21922,9,"No",21,4,1,"L",30,"Y",3,3,2,2,2,40
54,"Travel_Rarely","Research & Development",13,2,1,"Female",3,2,1,"L","Y",3,"Y","Research and Design Specialists",2897,22474,5,"No",11,3,2,"L",9,"Y",2,4,3,2,3,51
36,"Travel_Frequently","Production",7,4,1,"Male",4,2,3,"L","N",2,"Y","Machinists",5562,19711,1,"Yes",13,4,1,"H",9,"Y",3,3,2,0,2,83
59,"Travel_Rarely","Sales",7,3,3,"Female",2,2,4,"L","Y",1,"Y","Sales Executive",5171,16490,5,"No",17,4,0,"L",13,"Y",3,6,1,0,5,63
29,"Travel_Rarely","Research & Development",9,3,4,"Male",3,1,1,"L","N",3,"N","Research and Design Specialists",2201,18168,9,"No",16,4,0,"L",6,"N",3,3,2,1,2,40
34,"Travel_Frequently","Sales",22,2,4,"Female",1,1,2,"H","N",1,"Y","Sales Manager",2351,12253,0,"No",16,4,1,"L",3,"Y",2,2,2,1,0,52
42,"Travel_Rarely","Research & Development",1,2,4,"Male",3,4,4,"H","Y",3,"Y","Manager",17665,14399,4,"No",17,4,1,"L",23,"Y",3,22,6,13,7,69
21,"Travel_Rarely","Sales",14,1,3,"Male",3,1,2,"L","N",3,"N","Customercare Representative",3447,24444,2,"No",11,3,0,"L",3,"N",3,3,2,1,2,49
40,"Travel_Rarely","Sales",22,2,1,"Male",3,2,4,"H","Y",2,"Y","Sales Executive",5473,19345,9,"No",12,4,0,"H",9,"Y",4,8,4,7,1,63
34,"Travel_Rarely","Research & Development",7,2,4,"Female",3,1,1,"L","N",1,"N","Research and Design Specialists",2311,5711,2,"No",15,4,0,"L",9,"N",3,3,2,1,2,31
26,"Travel_Rarely","Human Resources",15,2,4,"Female",3,1,1,"L","N",1,"N","Human Resources",2148,6889,7,"Yes",11,3,0,"H",6,"N",3,5,1,1,4,38
32,"Travel_Rarely","Sales",4,4,3,"Female",3,3,2,"L","Y",3,"Y","Sales Executive",10422,24032,1,"No",19,3,2,"L",14,"Y",3,14,10,5,7,70
35,"Travel_Rarely","Production",15,2,1,"Male",2,2,2,"L","N",3,"N","Machinists",3681,14004,2,"No",14,4,0,"L",9,"N",3,3,2,0,2,43
35,"Non-Travel","Research & Development",8,2,3,"Male",2,3,3,"H","N",2,"Y","Customercare Representative",9884,8302,2,"Yes",13,3,1,"H",10,"Y",3,4,0,2,3,69
30,"Travel_Rarely","Research & Development",17,3,3,"Male",4,2,1,"L","Y",3,"N","Customercare Representative",5294,9128,8,"No",16,3,1,"L",10,"N",3,7,0,1,7,20
41,"Travel_Rarely","Research & Development",11,3,4,"Male",2,2,2,"L","N",3,"Y","Manufacturing Director",6032,10110,6,"Yes",15,4,0,"L",8,"N",3,5,4,1,2,44
39,"Travel_Rarely","Finance",22,4,1,"Female",2,3,3,"H","Y",3,"Y","Accountant",9412,10353,2,"Yes",15,4,0,"L",5,"Y",1,4,5,3,2,68
33,"Non-Travel","Sales",24,3,4,"Female",3,2,2,"L","N",3,"Y","Sales Executive",5147,10697,3,"No",15,4,0,"L",13,"Y",2,11,7,1,7,73
33,"Travel_Frequently","Research & Development",25,4,4,"Female",3,1,2,"H","Y",3,"Y","Research and Design Specialists",2909,23159,1,"Yes",11,3,0,"L",8,"Y",3,8,7,3,0,52
50,"Travel_Rarely","IT_Support",7,4,2,"Male",2,4,3,"L","N",2,"Y","IT specialists",10366,11403,3,"No",16,1,0,"H",5,"N",2,2,5,3,4,42
22,"Travel_Frequently","Research & Development",12,4,3,"Male",2,1,2,"H","N",3,"Y","Research and Design Specialists",2853,4223,1,"Yes",11,2,1,"L",1,"Y",3,0,0,0,0,54
24,"Travel_Rarely","Sales",7,2,1,"Female",3,2,2,"H","N",3,"Y","Sales Executive",4999,17519,0,"No",21,1,1,"H",4,"Y",2,3,2,0,2,66
37,"Travel_Rarely","Research & Development",9,2,3,"Female",2,2,1,"H","Y",2,"Y","Customercare Representative",5731,17171,6,"No",13,3,2,"L",9,"Y",3,6,2,1,3,51
59,"Travel_Rarely","Research & Development",16,4,4,"Male",3,3,2,"L","Y",1,"Y","Manufacturing Director",10512,20002,9,"No",12,4,0,"H",25,"N",2,9,7,5,4,43
30,"Travel_Rarely","IT_Support",8,4,2,"Female",2,4,1,"H","Y",3,"N","Machinists",NA,5851,7,"No",15,4,0,"H",10,"N",2,9,3,2,6,73
42,"Travel_Rarely","IT_Support",11,3,2,"Male",2,3,1,"L","N",3,"N","IT specialists",5319,5851,5,"Yes",18,3,0,"L",9,"N",3,3,5,2,2,28
53,"Travel_Rarely","Sales",11,1,4,"Female",3,2,4,"H","N",3,"Y","Sales Executive",8381,7507,4,"No",20,4,0,"L",18,"Y",4,14,7,8,10,64
47,"Travel_Rarely","Finance",9,4,2,"Male",2,2,2,"L","Y",2,"N","Accountant",8354,9189,7,"Yes",20,2,0,"H",10,"Y",3,10,2,2,4,56
30,"Travel_Rarely","Production",18,2,4,"Male",2,1,2,"L","N",3,"N","Machinists",2206,16117,1,"No",13,1,0,"L",10,"Y",3,10,0,1,8,50
35,"Travel_Rarely","Research & Development",10,4,3,"Female",3,3,1,"H","N",2,"Y","Customercare Representative",10388,6975,4,"Yes",11,3,1,"L",16,"N",2,16,10,10,1,39
30,"Travel_Rarely","Sales",4,4,4,"Female",3,2,2,"L","Y",2,"Y","Sales Executive",4779,12761,7,"No",14,2,2,"H",8,"Y",3,3,2,0,2,70
45,"Travel_Rarely","Production",14,5,3,"Female",1,2,1,"L","N",1,"N","Machinists",5769,23447,1,"Yes",14,1,0,"L",10,"N",3,10,7,1,4,40
39,"Travel_Rarely","Sales",13,2,4,"Female",3,2,2,"L","Y",3,"N","Sales Executive",5238,17778,4,"Yes",18,1,0,"L",12,"N",2,1,0,0,0,49
34,"Travel_Rarely","Research & Development",24,1,2,"Male",3,1,1,"L","Y",3,"N","Research and Design Specialists",2960,17102,2,"No",11,3,0,"L",8,"N",3,4,2,1,3,31
